Estimate.ID,Study.ID,Vert,Thermy,Phylum,Class,Order,Family,Genus,species.epithet,phylo,D.W,L.F,Behavior,N,N.C,Heritability,Zr
313,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.27,0.276863823
314,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.2,0.202732554
315,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.24,0.244774113
316,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.21,0.213171347
317,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.23,0.234189467
318,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.2,0.202732554
319,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.14,0.140925576
320,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.27,0.276863823
321,30025,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Papio,anubis x cynocephalus,Papio_anubis,W,F,Other,578,100,0.22,0.223656109
322,40133,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes ,Pan_troglodytes,W,L,Aggression,145,100,0.055,0.055055559
323,40133,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes ,Pan_troglodytes,W,L,Aggression,145,100,0.221,0.224707214
324,40133,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes ,Pan_troglodytes,W,L,Aggression,145,100,0.796,1.087598628
325,40133,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pan,troglodytes ,Pan_troglodytes,W,L,Other,145,100,0.054,0.05405258
326,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
327,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.14,0.140925576
328,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.19,0.192337169
329,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.14,0.140925576
330,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.25,0.255412812
331,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.69,0.847955755
332,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
333,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.82,1.156817465
334,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.16,0.161386696
335,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.71,0.887183863
336,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.18,0.181982689
337,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
338,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.19,0.192337169
339,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.18,0.181982689
340,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.15,0.151140436
341,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.26,0.266108407
342,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.72,0.907644983
343,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
344,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.78,1.045370548
345,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.19,0.192337169
346,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.78,1.045370548
347,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.21,0.213171347
348,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.13,0.13073985
349,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.25,0.255412812
350,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
351,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.16,0.161386696
352,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.29,0.298566264
353,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.67,0.810743125
354,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.23,0.234189467
355,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.66,0.792813632
356,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
357,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.73,0.928727364
358,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.3,0.309519604
359,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.29,0.298566264
360,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.28,0.287682072
361,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.23,0.234189467
362,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.16,0.161386696
363,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.27,0.276863823
364,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.64,0.758173745
365,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.29,0.298566264
366,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.69,0.847955755
367,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.28,0.287682072
368,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.73,0.928727364
369,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.35,0.365443754
370,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
371,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.21,0.213171347
372,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.23,0.234189467
373,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.15,0.151140436
374,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.25,0.255412812
375,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.68,0.829114038
376,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.22,0.223656109
377,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.69,0.847955755
378,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.29,0.298566264
379,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.7,0.867300528
380,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.3,0.309519604
381,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.18,0.181982689
382,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.24,0.244774113
383,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.19,0.192337169
384,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.18,0.181982689
385,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.15,0.151140436
386,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.19,0.192337169
387,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.72,0.907644983
388,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.24,0.244774113
389,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.77,1.020327758
390,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.23,0.234189467
391,40084,V,Endo,Chordata,Mammalia,Primates,Hominidae,Pongo,pygmaeus/abelii,Pongo_pygmaeus,W,L,Other,174,100,0.78,1.045370548
392,40215,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Peromyscus_maniculatus,W,L,Boldness,105,100,0.12,0.120581028
393,30061,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,Peromyscus_maniculatus,W,L,Aggression,126,100,0.202,0.204816759
394,30061,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,Peromyscus_maniculatus,W,L,Aggression,126,100,0.033,0.033011987
395,30061,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,Peromyscus_maniculatus,W,L,Aggression,126,100,0.036,0.036015564
396,30061,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,Peromyscus_maniculatus,W,L,Aggression,126,100,0.098,0.098315551
397,30061,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus ,maniculatus,Peromyscus_maniculatus,W,L,Aggression,126,100,0.05,0.050041729
398,40152,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Phodopus_sungorus,W,L,Activity,50,50,0.07,0.070114671
399,40152,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Phodopus_sungorus,W,L,Exploratory,50,50,0.18,0.181982689
400,40235,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Tamiasciurus,hudsonicus,Tamiasciurus_hudsonicus,W,F,Activity,366,100,0.08,0.080171325
401,40235,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Tamiasciurus,hudsonicus,Tamiasciurus_hudsonicus,W,F,Aggression,366,100,0.12,0.120581028
402,40235,V,Endo,Chordata,Mammalia,Rodentia,Cricetidae,Tamiasciurus,hudsonicus,Tamiasciurus_hudsonicus,W,F,Aggression,366,100,0.09,0.090244188
403,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,366,100,0.34,0.354092529
404,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,379,100,0.18,0.181982689
405,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,783,100,0.23,0.234189467
406,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,787,100,0.21,0.213171347
407,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,847,100,0.25,0.255412812
408,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,891,100,0.18,0.181982689
409,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,2063,100,0.11,0.110446916
410,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,2124,100,0.18,0.181982689
411,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,2139,100,0.15,0.151140436
412,10013,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,2219,100,0.14,0.140925576
413,40134,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Activity,1260,100,0.44,0.472230804
414,20002,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,W,L,Aggression,117,100,0.58,0.662462707
415,40100,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Parental Effort,74,74,0.09,0.090244188
416,40100,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Parental Effort,74,74,0.13,0.13073985
417,40100,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Parental Effort,74,74,0.24,0.244774113
418,40100,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Parental Effort,74,74,0.35,0.365443754
419,40117,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Mus_musculus,D,L,Parental Effort,52,52,0.14,0.140925576
420,40128,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Rattus_norvegicus,D,L,Boldness,120,100,0.358,0.374590002
421,40132,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Rattus_norvegicus,D,L,Other,20,20,0.563,0.637214568
422,40132,V,Endo,Chordata,Mammalia,Rodentia,Muridae,Rattus,norvegicus,Rattus_norvegicus,D,L,Other,20,20,0.051,0.051044286
423,40214,V,Endo,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Marmota_flaviventris,W,F,Activity,187,100,0.21,0.213171347
424,40214,V,Endo,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Marmota_flaviventris,W,F,Boldness,315,100,0.08,0.080171325
425,20004,V,Ecto,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eulamprus_quoyii,W,F,Activity,670,100,0.374,0.393065551
426,20004,V,Ecto,Chordata,Reptilia,Squamata,Scincidae,Eulamprus,quoyii,Eulamprus_quoyii,W,F,Activity,675,100,0.001,0.001
427,30039,V,Ecto,Chordata,Reptilia ,Squamata,Lacertidae,Zootoca,vivipara,Zootoca_vivipara,W,F,Activity,59,59,0.41,0.435611223
428,30062,V,Ecto,Chordata,Reptilia ,Testudines,Emydidae,Chrysemys,picta,Chrysemys_picta,W,F,Parental Effort,631,100,0,0
429,30062,V,Ecto,Chordata,Reptilia ,Testudines,Emydidae,Chrysemys,picta,Chrysemys_picta,W,F,Parental Effort,631,100,0.043,0.043026532
430,10002,IV,Ecto,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.34,0.354092529
431,10002,IV,Ecto,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.51,0.562729769
432,10002,IV,Ecto,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.36,0.376885901
433,10002,IV,Ecto,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.57,0.647522845
434,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0,0
435,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.57,0.647522845
436,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.1,0.100335348
437,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.36,0.376885901
438,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.28,0.287682072
439,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.08,0.080171325
440,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.34,0.354092529
441,40014,IV,Ecto,Mollusca,Bivalvia,Pectinidae,Pectinidae,Argopecten,purpuratus,Argopecten_purpuratus,W,L,Boldness,165,100,0.24,0.244774113
442,40232,IV,Ecto,Mollusca,Cephalopoda,Sepiidae,Sepiolidae,Euprymna,tasmanica,Euprymna_tasmanica,W,L,Activity,97,97,0.047,0.047034654
443,40232,IV,Ecto,Mollusca,Cephalopoda,Sepiidae,Sepiolidae,Euprymna,tasmanica,Euprymna_tasmanica,W,L,Activity,97,97,0.674,0.818036935
444,40232,IV,Ecto,Mollusca,Cephalopoda,Sepiidae,Sepiolidae,Euprymna,tasmanica,Euprymna_tasmanica,W,L,Boldness,97,97,0.079,0.079164965
445,40232,IV,Ecto,Mollusca,Cephalopoda,Sepiidae,Sepiolidae,Euprymna,tasmanica,Euprymna_tasmanica,W,L,Boldness,97,97,0.891,1.426756593
446,40232,IV,Ecto,Mollusca,Cephalopoda,Sepiidae,Sepiolidae,Euprymna,tasmanica,Euprymna_tasmanica,W,L,Boldness,97,97,0.213,0.21631183
447,50005,V,Endo,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Macaca_mulatta,W,F,Mating,847,100,0.204,0.20690272
448,50008,V,Endo,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,Cyanistes_caeruleus,W,F,Aggression,1841,100,0.35,0.365443754
449,50008,V,Endo,Chordata,Aves,Passeriformes,Paridae,Cyanistes,caeruleus,Cyanistes_caeruleus,W,F,Aggression,1743,100,0.2,0.202732554
450,50010,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Girardinichthys,multiradiatus,Girardinichthys_multiradiatus,W,L,Mating,54,54,0.18,0.181982689
451,50010,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Goodeidae,Girardinichthys,multiradiatus,Girardinichthys_multiradiatus,W,L,Mating,46,46,0.32,0.331647109
452,50016,V,Endo,Chordata,Aves,Passeriformes,Fringillidae,Serinus,canaria,Serinus_canaria,W,L,Foraging,41,41,0.176,0.177851799
453,50016,V,Endo,Chordata,Aves,Passeriformes,Fringillidae,Serinus,canaria,Serinus_canaria,W,L,Foraging,41,41,0.214,0.21735959
454,50016,V,Endo,Chordata,Aves,Passeriformes,Fringillidae,Serinus,canaria,Serinus_canaria,W,L,Foraging,40,40,0.158,0.159334822
455,50021,V,Ecto,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella_marina,W,L,Boldness,273,100,0.3,0.309519604
456,50021,V,Ecto,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella_marina,W,L,Exploratory,273,100,0.26,0.266108407
457,50021,V,Ecto,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella_marina,W,L,Other,273,100,0.32,0.331647109
458,50021,V,Ecto,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella_marina,W,L,Exploratory,273,100,0.23,0.234189467
459,50021,V,Ecto,Chordata,Amphibia,Anura,Bufonidae,Rhinella,marina,Rhinella_marina,W,L,Boldness,273,100,0.47,0.510070337
460,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,23,23,0.66,0.792813632
461,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.57,0.647522845
462,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.62,0.725005088
463,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,23,23,0.57,0.647522845
464,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.61,0.708921359
465,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.59,0.677666068
466,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,23,23,0.61,0.708921359
467,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.59,0.677666068
468,50024,IV,Ecto,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,reticulata,Poecilia_reticulata,W,L,Foraging,22,22,0.6,0.693147181
469,50048,V,Endo,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,Passer_domesticus,W,F,Parental Effort,72,72,0.0005,0.0005
470,50048,V,Endo,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,Passer_domesticus,W,F,Parental Effort,72,72,0.0005,0.0005
471,50043,V,Endo,Chordata,Mammalia,Rodentia,Scuridiae,Tamias,striatus,Tamias_striatus,W,F,Boldness,217,100,0.17,0.171666664
472,50035,V,Endo,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo_rustica,W,F,Social,146,100,0.469,0.508787577
473,50035,V,Endo,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo_rustica,W,F,Social,146,100,0.345,0.359757028
474,50034,IV,Ecto,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,vulgaris,Panorpa_vulgaris,W,L,Foraging,38,38,0.15,0.151140436
475,50026,V,Ecto,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo_trutta,W,L,Other,27,27,0.014,0.014000915
476,50026,V,Ecto,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo_trutta,W,L,Boldness,27,27,0.142,0.142966145
